Tanggal,Waktu,Suhu (C),Suhu (F),Kelembaban,Heat Index (C),Heat Index (F)
03/09/2023,15.33.42,28.50,83.30,56.00,29.71,85.48
03/09/2023,15.34.57,28.50,83.30,56.00,29.71,85.48
03/09/2023,15.36.13,28.50,83.30,57.00,29.83,85.70
03/09/2023,15.37.29,28.00,82.40,56.00,29.02,84.24
03/09/2023,15.38.44,28.00,82.40,56.00,29.02,84.24
03/09/2023,15.39.59,28.00,82.40,56.00,29.02,84.24
03/09/2023,15.41.14,28.00,82.40,57.00,29.13,84.43
03/09/2023,15.42.29,28.00,82.40,57.00,29.13,84.43
03/09/2023,15.43.45,28.00,82.40,57.00,29.13,84.43
03/09/2023,15.45.00,28.00,82.40,57.00,29.13,84.43
03/09/2023,15.46.16,28.00,82.40,57.00,29.13,84.43
03/09/2023,15.47.31,28.00,82.40,58.00,29.23,84.62
03/09/2023,15.48.45,28.00,82.40,57.00,29.13,84.43
03/09/2023,15.50.01,28.00,82.40,57.00,29.13,84.43
03/09/2023,15.51.16,28.00,82.40,57.00,29.13,84.43
03/09/2023,15.52.31,28.00,82.40,57.00,29.13,84.43
03/09/2023,15.53.47,28.00,82.40,57.00,29.13,84.43
03/09/2023,15.55.02,28.00,82.40,57.00,29.13,84.43
03/09/2023,15.56.17,28.00,82.40,58.00,29.23,84.62
03/09/2023,15.57.32,28.00,82.40,58.00,29.23,84.62
03/09/2023,15.58.47,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.00.04,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.01.19,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.02.35,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.03.50,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.05.06,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.06.21,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.07.36,27.60,81.68,59.00,28.78,83.81
03/09/2023,16.08.51,27.60,81.68,59.00,28.78,83.81
03/09/2023,16.10.06,27.60,81.68,61.00,28.97,84.15
03/09/2023,16.11.21,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.12.37,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.13.52,27.60,81.68,59.00,28.78,83.81
03/09/2023,16.15.10,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.16.25,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.17.41,27.60,81.68,61.00,28.97,84.15
03/09/2023,16.18.59,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.20.14,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.21.29,27.60,81.68,59.00,28.78,83.81
03/09/2023,16.22.45,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.24.00,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.25.17,27.60,81.68,59.00,28.78,83.81
03/09/2023,16.26.32,27.60,81.68,59.00,28.78,83.81
03/09/2023,16.27.47,27.60,81.68,59.00,28.78,83.81
03/09/2023,16.29.03,27.60,81.68,59.00,28.78,83.81
03/09/2023,16.30.18,27.60,81.68,61.00,28.97,84.15
03/09/2023,16.31.34,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.32.52,27.60,81.68,59.00,28.78,83.81
03/09/2023,16.34.08,27.60,81.68,60.00,28.88,83.98
03/09/2023,16.35.24,27.60,81.68,59.00,28.78,83.81
03/09/2023,16.36.39,27.60,81.68,59.00,28.78,83.81
03/09/2023,16.37.55,27.10,80.78,59.00,28.13,82.64
03/09/2023,16.39.11,27.10,80.78,59.00,28.13,82.64
03/09/2023,16.40.27,27.10,80.78,59.00,28.13,82.64
03/09/2023,16.41.42,27.10,80.78,61.00,28.28,82.91
03/09/2023,16.42.57,27.10,80.78,60.00,28.21,82.78
03/09/2023,16.44.15,27.10,80.78,60.00,28.21,82.78
03/09/2023,16.45.30,27.10,80.78,60.00,28.21,82.78
03/09/2023,16.46.45,27.10,80.78,60.00,28.21,82.78
03/09/2023,16.48.00,27.10,80.78,60.00,28.21,82.78
03/09/2023,16.49.16,27.10,80.78,60.00,28.21,82.78
03/09/2023,16.50.31,27.10,80.78,61.00,28.28,82.91
03/09/2023,16.51.47,27.10,80.78,61.00,28.28,82.91
03/09/2023,16.53.02,27.10,80.78,61.00,28.28,82.91
04/09/2023,14.58.39,28.90,84.02,54.00,30.03,86.05
04/09/2023,15.05.10,28.50,83.30,56.00,29.71,85.48
04/09/2023,15.06.28,28.50,83.30,56.00,29.71,85.48
04/09/2023,15.09.02,28.50,83.30,57.00,29.83,85.70
04/09/2023,15.10.18,28.50,83.30,57.00,29.83,85.70
04/09/2023,15.11.34,28.50,83.30,57.00,29.83,85.70
04/09/2023,15.13.09,28.50,83.30,57.00,29.83,85.70
04/09/2023,15.14.09,28.50,83.30,55.00,29.59,85.26
04/09/2023,15.15.24,28.50,83.30,56.00,29.71,85.48
04/09/2023,15.16.39,28.50,83.30,55.00,29.59,85.26
04/09/2023,15.17.54,28.50,83.30,55.00,29.59,85.26
04/09/2023,15.19.10,28.20,82.76,55.00,29.18,84.53
04/09/2023,15.20.27,28.00,82.40,55.00,28.92,84.06
04/09/2023,15.21.52,28.00,82.40,55.00,28.92,84.06
04/09/2023,15.38.03,28.00,82.40,53.00,28.73,83.71
04/09/2023,15.39.19,28.00,82.40,54.00,28.82,83.88
04/09/2023,15.40.36,28.50,83.30,55.00,29.59,85.26
04/09/2023,15.41.52,28.50,83.30,53.00,29.36,84.85
04/09/2023,15.43.07,28.50,83.30,53.00,29.36,84.85
04/09/2023,15.44.22,28.50,83.30,53.00,29.36,84.85
04/09/2023,15.45.38,28.10,82.58,54.00,28.95,84.11
04/09/2023,15.46.54,28.00,82.40,53.00,28.73,83.71
04/09/2023,15.48.09,28.00,82.40,53.00,28.73,83.71
04/09/2023,15.49.24,28.00,82.40,53.00,28.73,83.71
04/09/2023,15.50.39,28.00,82.40,53.00,28.73,83.71
04/09/2023,15.51.55,28.00,82.40,53.00,28.73,83.71
04/09/2023,15.53.11,28.00,82.40,53.00,28.73,83.71
04/09/2023,15.54.26,28.00,82.40,53.00,28.73,83.71
04/09/2023,15.55.41,28.00,82.40,53.00,28.73,83.71
04/09/2023,15.56.57,27.80,82.04,54.00,28.58,83.44
04/09/2023,15.58.12,27.60,81.68,54.00,28.34,83.01
04/09/2023,15.59.28,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.00.43,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.01.59,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.03.14,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.04.29,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.05.45,27.60,81.68,53.00,28.25,82.86
04/09/2023,16.07.00,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.08.16,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.09.31,27.60,81.68,53.00,28.25,82.86
04/09/2023,16.10.46,27.60,81.68,53.00,28.25,82.86
04/09/2023,16.12.02,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.13.17,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.14.32,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.15.49,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.17.04,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.18.24,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.19.39,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.21.04,27.60,81.68,54.00,28.34,83.01
04/09/2023,16.22.28,27.60,81.68,55.00,28.42,83.16
04/09/2023,16.23.46,27.60,81.68,56.00,28.51,83.32
04/09/2023,16.25.02,27.60,81.68,55.00,28.42,83.16
04/09/2023,16.26.17,27.60,81.68,56.00,28.51,83.32
04/09/2023,16.27.33,27.10,80.78,55.00,27.84,82.12
04/09/2023,16.28.49,27.10,80.78,56.00,27.92,82.25
04/09/2023,16.30.14,27.10,80.78,56.00,27.92,82.25
04/09/2023,16.31.39,27.10,80.78,56.00,27.92,82.25
04/09/2023,16.32.54,27.10,80.78,56.00,27.92,82.25
04/09/2023,16.34.09,27.10,80.78,56.00,27.92,82.25
04/09/2023,16.35.24,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.36.40,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.37.56,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.39.11,27.10,80.78,56.00,27.92,82.25
04/09/2023,16.40.28,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.41.44,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.43.00,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.44.19,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.45.34,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.46.50,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.48.05,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.49.23,27.10,80.78,56.00,27.92,82.25
04/09/2023,16.50.40,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.51.56,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.53.14,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.54.29,27.10,80.78,57.00,27.99,82.38
04/09/2023,16.55.47,27.10,80.78,58.00,28.06,82.51
04/09/2023,16.57.03,27.10,80.78,58.00,28.06,82.51
04/09/2023,16.58.18,27.10,80.78,58.00,28.06,82.51
04/09/2023,16.59.34,27.10,80.78,58.00,28.06,82.51
04/09/2023,17.00.52,27.10,80.78,58.00,28.06,82.51
04/09/2023,17.02.11,27.10,80.78,58.00,28.06,82.51
04/09/2023,17.03.26,27.10,80.78,58.00,28.06,82.51
04/09/2023,17.04.44,27.10,80.78,58.00,28.06,82.51
04/09/2023,17.06.00,27.10,80.78,59.00,28.13,82.64
04/09/2023,17.07.15,27.10,80.78,59.00,28.13,82.64
04/09/2023,17.08.33,27.10,80.78,59.00,28.13,82.64
04/09/2023,17.09.50,27.10,80.78,59.00,28.13,82.64
04/09/2023,17.11.06,27.10,80.78,59.00,28.13,82.64
04/09/2023,17.12.22,27.10,80.78,59.00,28.13,82.64
04/09/2023,17.13.39,26.70,80.06,59.00,27.65,81.77
04/09/2023,17.14.54,27.10,80.78,59.00,28.13,82.64
04/09/2023,17.16.10,27.10,80.78,59.00,28.13,82.64
04/09/2023,17.17.24,27.10,80.78,59.00,28.13,82.64
04/09/2023,17.18.40,27.10,80.78,60.00,28.21,82.78
04/09/2023,17.19.55,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.21.11,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.22.25,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.23.40,26.70,80.06,61.00,27.77,81.99
04/09/2023,17.24.55,26.70,80.06,61.00,27.77,81.99
04/09/2023,17.26.10,26.70,80.06,61.00,27.77,81.99
04/09/2023,17.27.26,26.70,80.06,61.00,27.77,81.99
04/09/2023,17.28.41,26.70,80.06,61.00,27.77,81.99
04/09/2023,17.29.57,26.70,80.06,61.00,27.77,81.99
04/09/2023,17.31.16,26.70,80.06,61.00,27.77,81.99
04/09/2023,17.32.34,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.33.52,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.35.10,26.70,80.06,61.00,27.77,81.99
04/09/2023,17.36.25,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.37.40,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.38.56,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.40.11,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.41.27,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.42.48,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.44.04,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.45.19,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.46.35,26.70,80.06,61.00,27.77,81.99
04/09/2023,17.47.51,26.70,80.06,60.00,27.71,81.88
04/09/2023,17.49.06,26.70,80.06,61.00,27.77,81.99
04/09/2023,17.50.22,26.20,79.16,61.00,27.18,80.93
04/09/2023,17.51.38,26.20,79.16,61.00,27.18,80.93
04/09/2023,17.52.54,26.20,79.16,61.00,27.18,80.93
04/09/2023,17.54.09,26.60,79.88,61.00,27.65,81.77
04/09/2023,17.55.24,26.20,79.16,61.00,27.18,80.93
04/09/2023,17.56.40,26.70,80.06,61.00,27.77,81.99
05/09/2023,15.25.52,29.30,84.74,46.00,29.56,85.21
05/09/2023,15.29.25,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.30.41,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.31.58,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.33.14,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.34.31,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.35.47,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.37.03,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.38.22,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.40.53,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.42.09,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.43.26,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.44.43,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.46.00,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.47.16,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.48.33,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.49.49,28.90,84.02,46.00,29.08,84.35
05/09/2023,15.51.05,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.52.21,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.53.37,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.54.53,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.56.09,28.90,84.02,47.00,29.19,84.54
05/09/2023,15.57.25,28.90,84.02,46.00,29.08,84.35
05/09/2023,15.58.41,28.90,84.02,46.00,29.08,84.35
05/09/2023,15.59.57,28.90,84.02,46.00,29.08,84.35
05/09/2023,16.01.13,28.90,84.02,46.00,29.08,84.35
05/09/2023,16.02.29,28.90,84.02,46.00,29.08,84.35
05/09/2023,16.03.45,28.90,84.02,46.00,29.08,84.35
05/09/2023,16.05.01,28.90,84.02,46.00,29.08,84.35
05/09/2023,16.06.17,28.90,84.02,45.00,28.98,84.16
05/09/2023,16.07.36,28.90,84.02,46.00,29.08,84.35
05/09/2023,16.08.55,29.30,84.74,45.00,29.44,85.00
05/09/2023,16.10.11,29.20,84.56,45.00,29.32,84.78
05/09/2023,16.11.27,29.30,84.74,43.00,29.22,84.60
05/09/2023,16.12.43,29.30,84.74,44.00,29.33,84.80
05/09/2023,16.14.00,29.30,84.74,45.00,29.44,85.00
05/09/2023,16.15.16,29.30,84.74,43.00,29.22,84.60
05/09/2023,16.16.32,29.30,84.74,43.00,29.22,84.60
05/09/2023,16.17.48,29.30,84.74,44.00,29.33,84.80
05/09/2023,16.19.05,29.30,84.74,43.00,29.22,84.60
05/09/2023,16.20.21,29.30,84.74,43.00,29.22,84.60
05/09/2023,16.21.37,29.30,84.74,43.00,29.22,84.60
05/09/2023,16.22.53,29.30,84.74,43.00,29.22,84.60
05/09/2023,16.24.09,29.30,84.74,43.00,29.22,84.60
05/09/2023,16.25.29,29.30,84.74,44.00,29.33,84.80
05/09/2023,16.26.47,28.90,84.02,44.00,28.88,83.98
05/09/2023,16.29.18,28.90,84.02,44.00,28.88,83.98
05/09/2023,16.30.33,28.90,84.02,44.00,28.88,83.98
05/09/2023,16.31.49,28.90,84.02,44.00,28.88,83.98
05/09/2023,16.33.05,28.90,84.02,43.00,28.78,83.81
05/09/2023,16.34.21,28.90,84.02,44.00,28.88,83.98
05/09/2023,16.35.37,28.90,84.02,44.00,28.88,83.98
05/09/2023,16.36.53,28.90,84.02,43.00,28.78,83.81
05/09/2023,16.38.09,28.90,84.02,43.00,28.78,83.81
05/09/2023,16.39.25,28.90,84.02,43.00,28.78,83.81
05/09/2023,16.40.46,28.90,84.02,43.00,28.78,83.81
05/09/2023,16.42.01,29.00,84.20,44.00,28.99,84.18
05/09/2023,16.43.24,29.30,84.74,43.00,29.22,84.60
05/09/2023,16.44.42,29.30,84.74,43.00,29.22,84.60
05/09/2023,16.45.58,28.90,84.02,43.00,28.78,83.81
05/09/2023,16.47.17,29.00,84.20,43.00,28.89,84.00
05/09/2023,16.48.33,28.90,84.02,44.00,28.88,83.98
05/09/2023,16.49.50,28.90,84.02,44.00,28.88,83.98
05/09/2023,16.51.15,28.90,84.02,44.00,28.88,83.98
05/09/2023,16.52.32,28.90,84.02,43.00,28.78,83.81
05/09/2023,16.53.48,28.90,84.02,43.00,28.78,83.81
05/09/2023,16.56.42,28.90,84.02,43.00,28.78,83.81
05/09/2023,16.58.01,28.90,84.02,43.00,28.78,83.81
05/09/2023,17.02.02,28.90,84.02,44.00,28.88,83.98
05/09/2023,17.03.23,28.90,84.02,44.00,28.88,83.98
05/09/2023,17.06.03,28.90,84.02,43.00,28.78,83.81
05/09/2023,17.07.20,28.90,84.02,44.00,28.88,83.98
05/09/2023,17.08.39,28.90,84.02,43.00,28.78,83.81
05/09/2023,17.09.57,28.90,84.02,43.00,28.78,83.81
05/09/2023,17.11.13,28.90,84.02,44.00,28.88,83.98
05/09/2023,17.13.44,28.50,83.30,44.00,28.45,83.21
05/09/2023,17.14.59,28.50,83.30,44.00,28.45,83.21
05/09/2023,17.16.16,28.50,83.30,44.00,28.45,83.21
05/09/2023,17.17.33,28.50,83.30,45.00,28.54,83.37
05/09/2023,17.20.10,28.50,83.30,44.00,28.45,83.21
05/09/2023,17.21.26,28.50,83.30,44.00,28.45,83.21
05/09/2023,17.22.42,28.50,83.30,44.00,28.45,83.21
05/09/2023,17.23.58,28.50,83.30,44.00,28.45,83.21
05/09/2023,17.25.14,28.50,83.30,45.00,28.54,83.37
05/09/2023,17.26.31,28.50,83.30,45.00,28.54,83.37
05/09/2023,17.27.47,28.50,83.30,45.00,28.54,83.37
05/09/2023,17.30.15,28.50,83.30,45.00,28.54,83.37
05/09/2023,17.31.34,28.50,83.30,45.00,28.54,83.37
05/09/2023,17.32.51,28.50,83.30,45.00,28.54,83.37
05/09/2023,17.34.07,28.50,83.30,45.00,28.54,83.37
05/09/2023,17.35.23,28.50,83.30,46.00,28.63,83.54
05/09/2023,17.36.39,28.50,83.30,46.00,28.63,83.54
05/09/2023,17.37.55,28.50,83.30,46.00,28.63,83.54
05/09/2023,17.39.17,28.50,83.30,46.00,28.63,83.54
05/09/2023,17.40.33,28.50,83.30,46.00,28.63,83.54
05/09/2023,17.41.49,28.50,83.30,47.00,28.73,83.71
05/09/2023,17.43.05,28.50,83.30,47.00,28.73,83.71
05/09/2023,17.44.21,28.50,83.30,47.00,28.73,83.71
05/09/2023,17.45.40,28.50,83.30,47.00,28.73,83.71
05/09/2023,17.48.21,28.10,82.58,48.00,28.38,83.09
05/09/2023,17.49.42,28.00,82.40,48.00,28.27,82.89
05/09/2023,17.51.05,28.00,82.40,48.00,28.27,82.89
05/09/2023,17.52.21,28.00,82.40,48.00,28.27,82.89
05/09/2023,17.53.39,28.00,82.40,48.00,28.27,82.89
05/09/2023,17.54.55,28.00,82.40,48.00,28.27,82.89
05/09/2023,17.56.15,28.00,82.40,49.00,28.36,83.05
05/09/2023,17.57.43,28.00,82.40,49.00,28.36,83.05
05/09/2023,17.58.53,28.00,82.40,49.00,28.36,83.05
05/09/2023,18.00.10,28.00,82.40,50.00,28.45,83.21
05/09/2023,18.01.26,28.00,82.40,50.00,28.45,83.21
05/09/2023,18.04.14,28.00,82.40,50.00,28.45,83.21
05/09/2023,18.05.33,28.00,82.40,51.00,28.54,83.37
05/09/2023,18.06.49,28.00,82.40,51.00,28.54,83.37
05/09/2023,18.09.22,28.00,82.40,51.00,28.54,83.37
05/09/2023,18.10.40,27.60,81.68,52.00,28.17,82.71
05/09/2023,18.11.58,27.60,81.68,52.00,28.17,82.71
05/09/2023,18.13.15,27.60,81.68,52.00,28.17,82.71
05/09/2023,18.14.31,27.60,81.68,52.00,28.17,82.71
05/09/2023,18.15.47,27.60,81.68,53.00,28.25,82.86
05/09/2023,18.17.04,27.60,81.68,53.00,28.25,82.86
05/09/2023,18.18.20,27.60,81.68,53.00,28.25,82.86
05/09/2023,18.19.36,27.60,81.68,53.00,28.25,82.86
06/09/2023,14.55.05,26.20,79.16,69.00,27.54,81.57
06/09/2023,14.56.25,26.70,80.06,69.00,28.29,82.93
06/09/2023,14.57.41,26.20,79.16,69.00,27.54,81.57
06/09/2023,14.59.08,26.70,80.06,69.00,28.29,82.93
06/09/2023,15.00.25,26.20,79.16,69.00,27.54,81.57
06/09/2023,15.01.40,26.20,79.16,69.00,27.54,81.57
06/09/2023,15.02.56,26.70,80.06,69.00,28.29,82.93
06/09/2023,15.04.13,26.70,80.06,69.00,28.29,82.93
06/09/2023,15.05.29,26.70,80.06,69.00,28.29,82.93
06/09/2023,15.06.45,27.10,80.78,68.00,28.85,83.93
06/09/2023,15.08.05,26.70,80.06,68.00,28.22,82.81
06/09/2023,15.09.23,26.70,80.06,68.00,28.22,82.81
06/09/2023,15.10.40,26.70,80.06,69.00,28.29,82.93
06/09/2023,15.11.57,26.70,80.06,69.00,28.29,82.93
06/09/2023,15.13.13,26.30,79.34,69.00,27.69,81.84
06/09/2023,15.14.30,26.70,80.06,69.00,28.29,82.93
06/09/2023,15.15.48,26.70,80.06,69.00,28.29,82.93
06/09/2023,15.17.08,26.50,79.70,69.00,27.98,82.37
06/09/2023,15.18.24,26.20,79.16,70.00,27.59,81.66
06/09/2023,15.19.41,26.20,79.16,70.00,27.59,81.66
06/09/2023,15.20.58,26.20,79.16,70.00,27.59,81.66
06/09/2023,15.22.15,25.80,78.44,70.00,27.01,80.62
06/09/2023,15.23.32,26.10,78.98,70.00,27.44,81.39
06/09/2023,15.24.50,26.20,79.16,70.00,27.59,81.66
06/09/2023,15.26.06,26.20,79.16,69.00,27.54,81.57
06/09/2023,15.27.23,26.70,80.06,69.00,28.29,82.93
06/09/2023,15.28.40,26.70,80.06,69.00,28.29,82.93
06/09/2023,15.29.56,26.20,79.16,69.00,27.54,81.57
06/09/2023,15.31.13,26.20,79.16,69.00,27.54,81.57
06/09/2023,15.32.30,26.20,79.16,69.00,27.54,81.57
06/09/2023,15.33.46,26.20,79.16,70.00,27.59,81.66
06/09/2023,15.35.03,25.80,78.44,70.00,27.01,80.62
06/09/2023,15.36.19,26.20,79.16,69.00,27.54,81.57
06/09/2023,15.37.36,26.20,79.16,69.00,27.54,81.57
06/09/2023,15.38.52,26.20,79.16,69.00,27.54,81.57
06/09/2023,15.40.11,26.20,79.16,70.00,27.59,81.66
06/09/2023,15.41.30,26.20,79.16,70.00,27.59,81.66
06/09/2023,15.42.48,26.20,79.16,70.00,27.59,81.66
06/09/2023,15.44.05,26.20,79.16,70.00,27.59,81.66
06/09/2023,15.45.46,26.20,79.16,70.00,27.59,81.66
06/09/2023,15.47.04,26.20,79.16,70.00,27.59,81.66
06/09/2023,15.48.23,26.20,79.16,70.00,27.59,81.66
06/09/2023,15.49.39,25.80,78.44,70.00,27.01,80.62
06/09/2023,15.50.56,25.80,78.44,71.00,27.04,80.67
06/09/2023,15.52.13,25.80,78.44,70.00,27.01,80.62
06/09/2023,15.53.30,25.80,78.44,71.00,27.04,80.67
06/09/2023,15.54.47,25.80,78.44,71.00,27.04,80.67
06/09/2023,15.56.03,25.80,78.44,70.00,27.01,80.62
06/09/2023,15.57.22,25.80,78.44,71.00,27.04,80.67
06/09/2023,15.58.39,25.80,78.44,71.00,27.04,80.67
06/09/2023,15.59.57,25.80,78.44,73.00,27.10,80.77
06/09/2023,16.01.13,25.80,78.44,71.00,27.04,80.67
06/09/2023,16.02.32,25.80,78.44,71.00,27.04,80.67
06/09/2023,16.03.48,25.80,78.44,71.00,27.04,80.67
06/09/2023,16.05.04,25.80,78.44,72.00,27.07,80.72
06/09/2023,16.06.21,25.80,78.44,72.00,27.07,80.72
06/09/2023,16.07.38,25.80,78.44,72.00,27.07,80.72
06/09/2023,16.08.56,25.30,77.54,72.00,25.77,78.38
06/09/2023,16.10.14,25.30,77.54,72.00,25.77,78.38
06/09/2023,16.11.30,25.80,78.44,72.00,27.07,80.72
06/09/2023,16.12.46,25.80,78.44,72.00,27.07,80.72
06/09/2023,16.14.02,25.50,77.90,73.00,26.01,78.82
06/09/2023,16.15.18,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.16.35,25.30,77.54,72.00,25.77,78.38
06/09/2023,16.17.52,25.30,77.54,72.00,25.77,78.38
06/09/2023,16.19.09,25.80,78.44,73.00,27.10,80.77
06/09/2023,16.20.26,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.21.44,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.23.00,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.25.50,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.27.08,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.28.25,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.29.42,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.30.58,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.33.26,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.34.45,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.36.01,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.37.18,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.38.37,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.39.56,25.30,77.54,73.00,25.79,78.43
06/09/2023,16.41.13,24.80,76.64,74.00,25.27,77.48
06/09/2023,16.42.32,24.80,76.64,74.00,25.27,77.48
06/09/2023,16.43.48,24.80,76.64,74.00,25.27,77.48
06/09/2023,16.45.06,24.80,76.64,74.00,25.27,77.48
06/09/2023,16.46.25,24.80,76.64,74.00,25.27,77.48
06/09/2023,16.47.43,24.80,76.64,75.00,25.29,77.53
06/09/2023,16.49.01,24.80,76.64,75.00,25.29,77.53
06/09/2023,16.50.19,24.80,76.64,75.00,25.29,77.53
06/09/2023,16.51.37,24.80,76.64,75.00,25.29,77.53
06/09/2023,16.52.54,24.50,76.10,75.00,24.96,76.93
06/09/2023,16.54.10,24.80,76.64,75.00,25.29,77.53
06/09/2023,16.55.28,24.50,76.10,75.00,24.96,76.93
06/09/2023,16.56.46,24.50,76.10,76.00,24.99,76.98
06/09/2023,16.58.07,24.50,76.10,76.00,24.99,76.98
06/09/2023,16.59.24,24.50,76.10,76.00,24.99,76.98
06/09/2023,17.00.41,24.50,76.10,76.00,24.99,76.98
06/09/2023,17.01.57,24.80,76.64,76.00,25.32,77.58
06/09/2023,17.03.13,24.80,76.64,76.00,25.32,77.58
06/09/2023,17.04.29,24.80,76.64,76.00,25.32,77.58
06/09/2023,17.05.46,24.50,76.10,76.00,24.99,76.98
06/09/2023,17.07.03,24.50,76.10,76.00,24.99,76.98
06/09/2023,17.08.20,24.50,76.10,73.00,24.91,76.84
06/09/2023,17.09.36,24.50,76.10,73.00,24.91,76.84
06/09/2023,17.10.53,24.80,76.64,76.00,25.32,77.58
06/09/2023,17.12.09,24.80,76.64,75.00,25.29,77.53
06/09/2023,17.13.30,24.80,76.64,75.00,25.29,77.53
06/09/2023,17.14.41,24.90,76.82,74.00,25.38,77.68
06/09/2023,17.15.57,24.80,76.64,75.00,25.29,77.53
06/09/2023,17.17.14,24.80,76.64,75.00,25.29,77.53
06/09/2023,17.18.30,25.30,77.54,75.00,25.84,78.52
06/09/2023,17.19.47,25.80,78.44,74.00,27.12,80.82
06/09/2023,17.21.13,26.20,79.16,73.00,27.73,81.91
